feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002334332	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	78
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.sediment.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002148519	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	54
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__KI89A.clade.D_4__uncultured.gamma.proteobacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.001615771	0.043469011	Fitting error (NA p-value returned from fitting procedure)	abundance	132	65
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__MBAE14.D_4__uncultured.bacterium	env	Noto	envNoto	NA	NA	NA	NA	NA	0.001197087	0.034693753	Fitting error (NA p-value returned from fitting procedure)	abundance	132	12
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__MBAE14.D_4__uncultured.bacterium	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.000138974	0.00602789	Fitting error (NA p-value returned from fitting procedure)	abundance	132	12
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.__	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002386926	0.048921943	No data points have the baseline factor level	abundance	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002358062	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Noto	envNoto	NA	NA	NA	NA	NA	0.000447324	0.01648635	Fitting error (NA p-value returned from fitting procedure)	abundance	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002358062	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002358062	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	38
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Thermoanaerobaculia.D_3__Thermoanaerobaculales.D_4__Thermoanaerobaculaceae	env	Kitsuki	envKitsuki	NA	0	NA	NA	NA	1.95E-07	2.04E-05	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Thermoanaerobaculia.D_3__Thermoanaerobaculales.D_4__Thermoanaerobaculaceae	env	Noto	envNoto	NA	0	NA	NA	NA	6.67E-08	8.02E-06	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Thermoanaerobaculia.D_3__Thermoanaerobaculales.D_4__Thermoanaerobaculaceae	env	Saiki	envSaiki	NA	0	NA	NA	NA	5.06E-05	0.002657194	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Thermoanaerobaculia.D_3__Thermoanaerobaculales.D_4__Thermoanaerobaculaceae	env	Tokyo_KC	envTokyo_KC	NA	0	NA	NA	NA	1.37E-09	2.42E-07	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Actinomarinales.D_4__uncultured	env	Hakata	envHakata	NA	0	NA	NA	NA	0.001900521	0.047663498	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Cytophagales.D_4__Cyclobacteriaceae	env	Saiki	envSaiki	NA	0	NA	NA	NA	4.5E-09	7.17E-07	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Cytophagales.D_4__Cyclobacteriaceae	env	Tokyo_KC	envTokyo_KC	NA	0	NA	NA	NA	1.22E-05	0.000772857	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Flavobacteriales.D_4__Flavobacteriaceae	env	Hakata	envHakata	NA	0	NA	NA	NA	0.002284622	0.048921943	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Flavobacteriales.D_4__Flavobacteriaceae	env	Kitsuki	envKitsuki	NA	0	NA	NA	NA	1.08E-08	1.64E-06	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Flavobacteriales.D_4__Flavobacteriaceae	env	Saiki	envSaiki	NA	0	NA	NA	NA	3.13E-08	4.16E-06	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Flavobacteriales.D_4__Flavobacteriaceae	env	Tokyo_HK	envTokyo_HK	NA	0	NA	NA	NA	1.71E-10	3.76E-08	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Pirellulales.D_4__Pirellulaceae	env	Hakata	envHakata	NA	0	NA	NA	NA	4.24E-06	0.000303905	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Hakata	envHakata	NA	0	NA	NA	NA	8.88E-16	3.33E-13	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Kitsuki	envKitsuki	NA	0	NA	NA	NA	3.33E-16	1.33E-13	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Noto	envNoto	NA	0	NA	NA	NA	6.8E-11	1.61E-08	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Okayama_G	envOkayama_G	NA	0	NA	NA	NA	0.000513829	0.01840546	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Saiki	envSaiki	NA	0	NA	NA	NA	0	0	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Tokyo_HK	envTokyo_HK	NA	0	NA	NA	NA	9.33E-15	3.3E-12	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodobacterales.D_4__Rhodobacteraceae	env	Tokyo_KC	envTokyo_KC	NA	0	NA	NA	NA	2.67E-10	5.67E-08	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfobacterales.D_4__Desulfobacteraceae	env	Kitsuki	envKitsuki	NA	0	NA	NA	NA	1.36E-08	1.98E-06	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfobacterales.D_4__Desulfobacteraceae	env	Tokyo_KC	envTokyo_KC	NA	0	NA	NA	NA	1.82E-06	0.000144866	All logistic values are the same	prevalence	132	132
D_4__Desulfobulbaceae	dex	non	cndnon	NA	0	NA	NA	NA	0.000273498	0.010831209	All logistic values are the same	prevalence	132	132
D_4__Desulfobulbaceae	env	Kitsuki	envKitsuki	NA	0	NA	NA	NA	1.19E-07	1.4E-05	All logistic values are the same	prevalence	132	132
D_4__Desulfobulbaceae	env	Saiki	envSaiki	NA	0	NA	NA	NA	1.51E-09	2.6E-07	All logistic values are the same	prevalence	132	132
D_4__Desulfobulbaceae	env	Tokyo_KC	envTokyo_KC	NA	0	NA	NA	NA	3.28E-09	5.37E-07	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Myxococcales.D_4__Sandaracinaceae	env	Noto	envNoto	NA	0	NA	NA	NA	0.000101456	0.004900629	All logistic values are the same	prevalence	132	132
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Myxococcales.D_4__Sandaracinaceae	env	Saiki	envSaiki	NA	0	NA	NA	NA	6.64E-10	1.32E-07	All logistic values are the same	prevalence	132	132
